record_id,Data_json,redacted_data_json,is_pii
489,"{""aadhar"": ""678912345678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}","{""aadhar"": ""XXXX XXXX 5678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",True
490,"{""name"": ""Kajal Aggarwal"", ""address"": ""789 Banjara Hills, Hyderabad, 500034"", ""ip_address"": ""117.196.203.81""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
491,"{""phone"": ""6123456789"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}","{""phone"": ""61XXXXXX89"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",True
492,"{""upi_id"": ""kajal@punjab"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}","{""upi_id"": ""kaXXXX@punjab"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",True
493,"{""passport"": ""L7890123"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}","{""passport"": ""LXXXXXXX"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",True
494,"{""name"": ""Rakul Preet Singh"", ""email"": ""rakul@fitness.in"", ""device_type"": ""iPhone_Pro""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""device_type"": ""iPhone_Pro""}",True
495,"{""aadhar"": ""789023456789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}","{""aadhar"": ""XXXX XXXX 6789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",True
496,"{""name"": ""Pooja Hegde"", ""address"": ""321 Film City, Hyderabad, 500096"", ""phone"": ""8234567890""}","{""name"": ""REDACTED_PII"", ""address"": ""REDACTED_PII"", ""phone"": ""82XXXXXX90""}",True
497,"{""phone"": ""7890123456"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}","{""phone"": ""78XXXXXX56"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",True
498,"{""upi_id"": ""pooja@maharashtra"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}","{""upi_id"": ""poXXXX@maharashtra"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",True
499,"{""passport"": ""M8901234"", ""dance_festivals"": ""judge"", ""international_recognition"": true}","{""passport"": ""MXXXXXXX"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",True
500,"{""name"": ""Regina Cassandra"", ""email"": ""regina@multilingual.in"", ""ip_address"": ""59.144.238.195""}","{""name"": ""REDACTED_PII"", ""email"": ""REDACTED_PII"", ""ip_address"": ""REDACTED_PII""}",True
